episode,reward,planning_rate
665,1.0,0.2676056338028169
666,0.0,0.2413793103448276
667,0.0,0.24
668,0.0,0.24
669,1.0,0.273972602739726
670,0.0,0.22580645161290322
671,0.0,0.2692307692307692
672,0.0,0.25
673,0.0,0.24
674,0.0,0.24
675,0.0,0.2692307692307692
676,0.0,0.23529411764705882
677,2.0,0.27
678,0.0,0.25925925925925924
679,1.0,0.2641509433962264
680,0.0,0.2692307692307692
681,2.0,0.25
682,0.0,0.24
683,1.0,0.2465753424657534
684,0.0,0.25
685,0.0,0.2631578947368421
686,0.0,0.23076923076923078
687,1.0,0.2638888888888889
688,0.0,0.2692307692307692
689,1.0,0.24324324324324326
690,0.0,0.2692307692307692
691,1.0,0.25806451612903225
692,2.0,0.2761904761904762
693,1.0,0.25
694,0.0,0.23076923076923078
695,0.0,0.25925925925925924
696,2.0,0.26
697,0.0,0.24
698,1.0,0.25925925925925924
699,0.0,0.24
700,2.0,0.27
701,0.0,0.24
702,2.0,0.25742574257425743
703,0.0,0.24
704,1.0,0.24528301886792453
705,2.0,0.26
706,0.0,0.25925925925925924
707,0.0,0.24
708,1.0,0.25
709,0.0,0.24
710,0.0,0.2692307692307692
711,2.0,0.25196850393700787
712,0.0,0.24
713,0.0,0.24
714,0.0,0.25925925925925924
715,2.0,0.25
716,1.0,0.28169014084507044
717,0.0,0.24
718,0.0,0.24
719,0.0,0.26666666666666666
720,0.0,0.24
721,0.0,0.24
722,1.0,0.2702702702702703
723,0.0,0.24
724,2.0,0.25
725,1.0,0.2641509433962264
726,2.0,0.25
727,0.0,0.24
728,0.0,0.2692307692307692
729,0.0,0.24
730,0.0,0.24
731,2.0,0.26732673267326734
732,2.0,0.26
733,0.0,0.25
734,0.0,0.24
735,1.0,0.3018867924528302
736,1.0,0.2641509433962264
737,0.0,0.2727272727272727
738,0.0,0.22580645161290322
739,1.0,0.2786885245901639
740,0.0,0.24
741,2.0,0.25
742,0.0,0.23076923076923078
743,0.0,0.2692307692307692
744,0.0,0.24
745,0.0,0.24
746,0.0,0.2692307692307692
747,0.0,0.25806451612903225
748,0.0,0.23076923076923078
749,2.0,0.25
750,1.0,0.2641509433962264
751,0.0,0.27586206896551724
752,1.0,0.25
753,1.0,0.24074074074074073
754,0.0,0.24
755,0.0,0.25925925925925924
756,0.0,0.24
757,0.0,0.26666666666666666
758,2.0,0.2647058823529412
759,0.0,0.2692307692307692
760,2.0,0.25
761,0.0,0.23076923076923078
762,2.0,0.25471698113207547
763,0.0,0.24444444444444444
764,0.0,0.26666666666666666
765,1.0,0.24358974358974358
766,0.0,0.25806451612903225
767,0.0,0.2413793103448276
768,0.0,0.25
769,0.0,0.24324324324324326
770,0.0,0.2702702702702703
771,2.0,0.25
772,2.0,0.24752475247524752
773,2.0,0.25
774,0.0,0.24
775,0.0,0.24
776,2.0,0.25742574257425743
777,0.0,0.24
778,0.0,0.24
779,1.0,0.24528301886792453
780,0.0,0.25
781,0.0,0.25925925925925924
782,1.0,0.2676056338028169
783,1.0,0.2727272727272727
784,1.0,0.2641509433962264
785,0.0,0.23076923076923078
786,2.0,0.25471698113207547
787,0.0,0.24
788,0.0,0.24
789,0.0,0.25806451612903225
790,0.0,0.24
791,2.0,0.2549019607843137
792,0.0,0.24
793,0.0,0.24
794,2.0,0.25471698113207547
795,0.0,0.2413793103448276
796,0.0,0.2631578947368421
797,1.0,0.25925925925925924
798,0.0,0.25925925925925924
799,1.0,0.2641509433962264
800,1.0,0.2698412698412698
801,0.0,0.24
802,1.0,0.2857142857142857
803,1.0,0.2641509433962264
804,2.0,0.24752475247524752
805,0.0,0.24
806,0.0,0.25925925925925924
807,1.0,0.24193548387096775
808,1.0,0.2545454545454545
809,1.0,0.24528301886792453
810,0.0,0.25925925925925924
811,1.0,0.2545454545454545
812,0.0,0.24
813,0.0,0.25806451612903225
814,2.0,0.25
815,1.0,0.24074074074074073
816,1.0,0.2545454545454545
817,2.0,0.2549019607843137
818,1.0,0.24528301886792453
819,0.0,0.24
820,2.0,0.25
821,0.0,0.24
822,2.0,0.2616822429906542
823,0.0,0.25
824,2.0,0.25
825,0.0,0.25925925925925924
826,2.0,0.25
827,0.0,0.24
828,1.0,0.24528301886792453
829,2.0,0.25471698113207547
830,1.0,0.24528301886792453
831,1.0,0.2830188679245283
832,0.0,0.26666666666666666
833,0.0,0.24
834,0.0,0.24
835,0.0,0.2692307692307692
836,0.0,0.24
837,0.0,0.24
838,0.0,0.2692307692307692
839,2.0,0.25
840,0.0,0.24
841,1.0,0.2641509433962264
842,1.0,0.25806451612903225
843,2.0,0.2524271844660194
844,0.0,0.23076923076923078
845,1.0,0.24528301886792453
846,2.0,0.25742574257425743
847,1.0,0.24528301886792453
848,0.0,0.24
849,1.0,0.2830188679245283
850,0.0,0.27586206896551724
851,0.0,0.24
852,1.0,0.2641509433962264
853,0.0,0.24
854,0.0,0.2692307692307692
855,1.0,0.24528301886792453
856,0.0,0.2413793103448276
857,0.0,0.2692307692307692
858,2.0,0.25203252032520324
859,0.0,0.24
860,0.0,0.25
861,2.0,0.25
862,1.0,0.24193548387096775
863,1.0,0.2631578947368421
864,1.0,0.24528301886792453
865,0.0,0.24
866,0.0,0.24
867,0.0,0.27586206896551724
868,2.0,0.25
869,2.0,0.25
870,0.0,0.24
871,0.0,0.24
872,0.0,0.2647058823529412
873,0.0,0.24
874,0.0,0.24
875,0.0,0.24
876,1.0,0.26153846153846155
877,1.0,0.24528301886792453
878,0.0,0.24
879,2.0,0.25
880,1.0,0.24528301886792453
881,1.0,0.37037037037037035
882,1.0,0.24528301886792453
883,1.0,0.25925925925925924
884,0.0,0.24
885,0.0,0.24
886,2.0,0.25
887,0.0,0.2692307692307692
888,2.0,0.24752475247524752
889,0.0,0.24
890,2.0,0.26
891,0.0,0.24
892,1.0,0.25
893,2.0,0.27
894,0.0,0.25806451612903225
895,0.0,0.24
896,0.0,0.26666666666666666
897,1.0,0.24528301886792453
898,2.0,0.25
899,1.0,0.25925925925925924
900,0.0,0.2692307692307692
901,0.0,0.24
902,0.0,0.25
903,0.0,0.2647058823529412
904,0.0,0.24
905,0.0,0.24
906,1.0,0.24615384615384617
907,0.0,0.26229508196721313
908,0.0,0.24
909,0.0,0.24
910,0.0,0.24
911,0.0,0.28
912,2.0,0.3564356435643564
913,0.0,0.24
914,0.0,0.24390243902439024
915,0.0,0.26666666666666666
916,2.0,0.44
917,2.0,0.25
918,0.0,0.24
919,0.0,0.24
920,0.0,0.2702702702702703
921,1.0,0.23943661971830985
922,0.0,0.2702702702702703
923,1.0,0.24528301886792453
924,1.0,0.2545454545454545
925,2.0,0.25
926,0.0,0.23076923076923078
927,2.0,0.32
928,0.0,0.2692307692307692
929,1.0,0.24285714285714285
930,0.0,0.24
931,0.0,0.2682926829268293
932,0.0,0.24
933,0.0,0.24
934,2.0,0.24752475247524752
935,0.0,0.2653061224489796
936,0.0,0.23076923076923078
937,2.0,0.25
938,0.0,0.24
939,1.0,0.2909090909090909
940,0.0,0.2571428571428571
941,1.0,0.3584905660377358
942,0.0,0.24
943,0.0,0.2692307692307692
944,0.0,0.24
945,0.0,0.24
946,1.0,0.25925925925925924
947,1.0,0.24528301886792453
948,2.0,0.25
949,1.0,0.24528301886792453
950,0.0,0.27586206896551724
951,1.0,0.24528301886792453
952,1.0,0.24528301886792453
953,0.0,0.24
954,0.0,0.25
955,1.0,0.2641509433962264
956,0.0,0.24
957,0.0,0.24
958,2.0,0.25
959,0.0,0.24
960,0.0,0.25925925925925924
961,0.0,0.24
962,2.0,0.25
963,0.0,0.25925925925925924
964,0.0,0.24
965,0.0,0.27586206896551724
966,2.0,0.25
967,0.0,0.24
968,0.0,0.24
969,0.0,0.24
970,1.0,0.2597402597402597
971,0.0,0.24
972,0.0,0.24
973,0.0,0.2549019607843137
974,2.0,0.25
975,0.0,0.24
976,0.0,0.24
977,0.0,0.2727272727272727
978,1.0,0.24528301886792453
979,0.0,0.23076923076923078
980,2.0,0.25
981,0.0,0.2647058823529412
982,0.0,0.24
983,0.0,0.24
984,2.0,0.25742574257425743
985,1.0,0.24528301886792453
986,0.0,0.24
987,0.0,0.24
988,0.0,0.25925925925925924
989,0.0,0.24
990,1.0,0.25925925925925924
991,2.0,0.25
992,0.0,0.24
993,0.0,0.24
994,1.0,0.2807017543859649
995,1.0,0.24528301886792453
996,0.0,0.24
997,1.0,0.24528301886792453
998,0.0,0.25806451612903225
999,0.0,0.24
1000,2.0,0.25
1001,0.0,0.2727272727272727
1002,2.0,0.2549019607843137
1003,0.0,0.24
1004,2.0,0.25742574257425743
1005,0.0,0.24
1006,0.0,0.24
1007,1.0,0.24528301886792453
1008,0.0,0.25
1009,0.0,0.28
1010,0.0,0.24
1011,1.0,0.24528301886792453
1012,1.0,0.24528301886792453
1013,1.0,0.25862068965517243
1014,1.0,0.24528301886792453
1015,2.0,0.27
1016,0.0,0.24
1017,0.0,0.2558139534883721
1018,0.0,0.25
1019,0.0,0.24
1020,1.0,0.28125
1021,0.0,0.2641509433962264
1022,0.0,0.25
1023,0.0,0.25
1024,0.0,0.24
1025,0.0,0.24
1026,0.0,0.25
1027,0.0,0.24
1028,2.0,0.26732673267326734
1029,1.0,0.24528301886792453
1030,2.0,0.25
1031,2.0,0.25
1032,0.0,0.23076923076923078
1033,0.0,0.2631578947368421
1034,1.0,0.2641509433962264
1035,2.0,0.25
1036,0.0,0.24
1037,0.0,0.2647058823529412
1038,0.0,0.24
1039,0.0,0.24
1040,1.0,0.24528301886792453
1041,0.0,0.2682926829268293
1042,0.0,0.22857142857142856
1043,2.0,0.25742574257425743
1044,1.0,0.24528301886792453
1045,1.0,0.24528301886792453
1046,2.0,0.25
1047,0.0,0.24
1048,2.0,0.25
1049,0.0,0.25
1050,1.0,0.25925925925925924
1051,0.0,0.24
1052,0.0,0.24
1053,2.0,0.25
1054,1.0,0.25925925925925924
1055,2.0,0.24752475247524752
1056,1.0,0.24074074074074073
1057,0.0,0.2692307692307692
1058,0.0,0.24
1059,0.0,0.24
1060,1.0,0.2558139534883721
1061,0.0,0.25925925925925924
1062,0.0,0.24
1063,0.0,0.2571428571428571
1064,0.0,0.24
1065,0.0,0.24
1066,1.0,0.25925925925925924
1067,0.0,0.24
1068,0.0,0.24
1069,1.0,0.24528301886792453
1070,0.0,0.28
1071,2.0,0.26
1072,0.0,0.24
1073,0.0,0.24
1074,2.0,0.25
1075,0.0,0.24
1076,0.0,0.2692307692307692
1077,0.0,0.2553191489361702
1078,2.0,0.25
1079,0.0,0.25
1080,1.0,0.24074074074074073
1081,2.0,0.25
1082,0.0,0.24
1083,0.0,0.2702702702702703
1084,0.0,0.24
1085,1.0,0.24528301886792453
1086,2.0,0.25
1087,2.0,0.25
1088,2.0,0.25
1089,0.0,0.25
1090,0.0,0.26666666666666666
1091,0.0,0.25
1092,2.0,0.24369747899159663
1093,1.0,0.2641509433962264
1094,0.0,0.25
1095,0.0,0.23404255319148937
1096,0.0,0.28
1097,2.0,0.25
1098,1.0,0.24528301886792453
1099,0.0,0.24
1100,1.0,0.24528301886792453
1101,0.0,0.28
1102,2.0,0.25
1103,2.0,0.25
1104,2.0,0.2441860465116279
1105,0.0,0.2608695652173913
1106,0.0,0.25
1107,0.0,0.22857142857142856
1108,1.0,0.2631578947368421
1109,1.0,0.25
1110,3.0,0.2751677852348993
1111,1.0,0.24528301886792453
1112,0.0,0.24
1113,0.0,0.2631578947368421
1114,1.0,0.24528301886792453
1115,0.0,0.24
1116,1.0,0.24528301886792453
1117,1.0,0.2641509433962264
1118,0.0,0.24
1119,1.0,0.24074074074074073
1120,0.0,0.28
1121,0.0,0.24
1122,0.0,0.24
1123,0.0,0.2692307692307692
1124,1.0,0.24528301886792453
1125,0.0,0.24
1126,1.0,0.24528301886792453
1127,1.0,0.2631578947368421
1128,1.0,0.2727272727272727
1129,2.0,0.25
1130,0.0,0.25806451612903225
1131,0.0,0.2692307692307692
1132,0.0,0.24
1133,2.0,0.25
1134,0.0,0.24
1135,1.0,0.24528301886792453
1136,2.0,0.25
1137,1.0,0.2641509433962264
1138,0.0,0.24
1139,2.0,0.25
1140,3.0,0.2595419847328244
1141,0.0,0.24
1142,0.0,0.24
1143,1.0,0.273972602739726
1144,2.0,0.3786407766990291
